image_id  x_1    y_1    width   height
010433.jpg 248 33 124 175
010461.jpg 1007 628 981 1234
010481.jpg 177 57 194 228
010528.jpg 283 313 107 170
010548.jpg 100 143 111 153
010558.jpg 207 189 239 351
010573.jpg 128 101 143 163
010582.jpg 325 55 168 219
010594.jpg 196 209 212 283
010705.jpg 649 60 108 157
010716.jpg 93 86 173 249
010730.jpg 261 82 77 109
010745.jpg 351 139 315 403
010801.jpg 86 85 182 243
010876.jpg 183 148 241 388
010893.jpg 93 79 144 191
010914.jpg 63 42 97 114
011013.jpg 399 259 504 715
011028.jpg 69 43 90 110
011077.jpg 149 96 144 189
011124.jpg 73 27 62 82
011143.jpg 125 107 159 231
011185.jpg 99 102 206 293
011277.jpg 81 66 114 140
011305.jpg 85 75 152 202
011321.jpg 41 60 125 142
011346.jpg 60 44 162 222
011390.jpg 113 54 106 133
011397.jpg 269 117 286 390
011453.jpg 148 36 95 125
011537.jpg 51 84 172 249
011588.jpg 145 84 104 124
011592.jpg 175 107 53 61
011608.jpg 209 64 220 303
011616.jpg 77 37 116 198
011760.jpg 333 102 219 289
011778.jpg 90 57 117 169
011791.jpg 75 89 216 278
011799.jpg 80 47 126 176
011848.jpg 54 177 124 135
011932.jpg 144 40 111 147
011992.jpg 52 79 134 179
011993.jpg 192 43 92 119
012017.jpg 93 40 84 107
012050.jpg 133 67 86 112
012052.jpg 145 87 102 157
012117.jpg 121 101 183 263
012125.jpg 70 25 98 137
012133.jpg 318 158 225 316
012216.jpg 257 52 198 280
012217.jpg 97 70 121 173
012222.jpg 43 47 78 97
012299.jpg 118 124 170 245
012334.jpg 157 125 76 92
012441.jpg 110 50 100 132
012477.jpg 174 125 151 201
012526.jpg 106 50 115 147
012544.jpg 159 112 97 124
012556.jpg 1234 157 325 458
012577.jpg 131 115 173 246
012578.jpg 234 269 463 664
012589.jpg 219 37 93 125
012589.jpg 10 185 94 63
012613.jpg 64 63 72 101
012624.jpg 87 51 117 130
012732.jpg 82 82 79 93
012758.jpg 784 115 235 330
012787.jpg 150 50 76 95
012790.jpg 54 41 211 251
012906.jpg 159 91 166 236
012926.jpg 141 112 238 316
013007.jpg 117 147 174 229
013036.jpg 72 45 73 96
013051.jpg 533 43 153 247
013076.jpg 219 225 330 406
013176.jpg 99 92 218 292
013249.jpg 68 56 78 111
013291.jpg 82 59 98 104
013342.jpg 90 60 68 96
013443.jpg 144 115 233 305
013525.jpg 16 51 127 158
013530.jpg 680 298 553 826
013537.jpg 82 79 136 205
013557.jpg 148 73 79 88
013613.jpg 80 51 71 87
013622.jpg 101 109 115 159
013661.jpg 115 50 123 163
013711.jpg 167 36 77 96
013713.jpg 139 59 131 201
013747.jpg 114 77 83 121
013786.jpg 121 23 228 303
013878.jpg 88 71 122 183
013891.jpg 154 47 114 152
013894.jpg 184 82 116 186
013907.jpg 32 39 96 134
013935.jpg 129 96 147 194
013937.jpg 68 85 169 228
013939.jpg 71 106 211 234
013966.jpg 157 56 93 111
014024.jpg 80 55 97 108
014047.jpg 103 61 185 252
014106.jpg 101 55 63 82
014122.jpg 105 92 140 177
014138.jpg 69 47 126 162
014185.jpg 671 70 130 208
014196.jpg 102 38 99 139
014212.jpg 140 122 220 304
014219.jpg 184 93 147 199
014220.jpg 110 66 139 195
014250.jpg 134 35 70 79
014253.jpg 148 70 67 74
014286.jpg 390 287 463 651
014300.jpg 346 116 185 281
014354.jpg 307 48 83 111
014357.jpg 260 43 103 127
014412.jpg 90 79 99 130
014506.jpg 204 47 101 134
014542.jpg 227 159 176 257
014595.jpg 119 87 124 159
014618.jpg 47 52 78 100
014695.jpg 254 111 101 132
014768.jpg 159 32 91 128
014790.jpg 472 71 96 124
014835.jpg 84 77 104 111
014839.jpg 110 85 130 160
014887.jpg 194 124 100 114
014909.jpg 32 32 118 128
014918.jpg 159 77 154 220
014971.jpg 129 50 69 79
014974.jpg 364 79 151 182
014985.jpg 412 118 185 277
015010.jpg 894 52 183 198
015022.jpg 194 89 147 170
015090.jpg 99 95 132 176
015130.jpg 84 111 181 257
015145.jpg 488 99 89 123
015187.jpg 148 88 132 185
015190.jpg 136 103 188 261
015240.jpg 332 157 338 421
015263.jpg 154 192 207 248
015264.jpg 107 43 67 71
015278.jpg 149 100 168 223
015280.jpg 631 310 816 1125
015323.jpg 110 57 123 158
015339.jpg 97 78 108 155
015343.jpg 173 133 216 255
015428.jpg 585 139 163 198
015450.jpg 70 24 72 90
015464.jpg 146 115 145 178
015481.jpg 98 108 175 203
015491.jpg 128 123 109 164
015501.jpg 133 129 157 222
015538.jpg 301 105 223 294
015553.jpg 96 78 201 304
015554.jpg 145 107 192 260
015574.jpg 156 66 162 236
015593.jpg 305 582 619 800
015599.jpg 862 576 646 876
015721.jpg 127 36 55 62
015770.jpg 250 41 93 115
015780.jpg 105 54 123 159
015784.jpg 101 141 165 202
015830.jpg 48 75 113 157
015847.jpg 106 105 133 182
015872.jpg 210 34 117 169
015882.jpg 295 62 115 168
015925.jpg 39 31 54 80
015941.jpg 61 101 261 367
016001.jpg 98 78 176 236
016014.jpg 95 54 89 128
016108.jpg 605 67 357 522
016186.jpg 70 67 114 154
016267.jpg 79 132 179 227
016281.jpg 94 83 122 149
016351.jpg 84 37 67 83
016369.jpg 155 76 170 254
016458.jpg 72 40 112 147
016458.jpg 116 242 99 151
016488.jpg 120 75 115 171
016491.jpg 122 73 155 229
016588.jpg 177 230 286 379
016608.jpg 69 114 239 314
016716.jpg 176 65 101 113
016754.jpg 159 51 112 149
016775.jpg 434 88 143 206
016788.jpg 148 98 170 239
016798.jpg 135 17 101 125
016806.jpg 96 85 177 236
016819.jpg 116 60 123 138
016869.jpg 613 236 555 782
016881.jpg 1138 403 763 1043
016971.jpg 259 140 221 323
016997.jpg 319 282 160 235
017035.jpg 9 13 85 80
017055.jpg 128 42 47 50
017098.jpg 193 121 214 321
017119.jpg 479 287 418 586
017153.jpg 633 480 633 836
017159.jpg 89 109 155 203
017396.jpg 218 71 90 99
017405.jpg 143 36 96 93
017410.jpg 73 41 80 110
017430.jpg 64 19 46 49
017439.jpg 126 72 76 97
017442.jpg 337 49 59 66
017467.jpg 694 166 320 478
017499.jpg 222 111 201 277
017500.jpg 300 33 61 76
017505.jpg 108 96 135 208
017539.jpg 870 531 305 322
017588.jpg 124 94 217 285
017607.jpg 233 196 108 151
017610.jpg 778 72 148 212
017638.jpg 113 83 106 161
017639.jpg 158 23 63 77
017665.jpg 84 102 137 168
017723.jpg 79 74 162 234
017731.jpg 157 113 151 215
017737.jpg 54 35 78 117
017761.jpg 82 0 94 121
017815.jpg 325 157 198 230
017819.jpg 19 27 53 70
017886.jpg 167 141 440 533
017984.jpg 170 99 131 167
018179.jpg 90 38 49 72
018191.jpg 89 83 107 143
018195.jpg 259 61 132 166
018220.jpg 33 54 102 140
018228.jpg 154 167 79 102
018244.jpg 429 166 172 240
018270.jpg 907 324 471 689
018285.jpg 854 282 449 601
018314.jpg 368 129 177 234
018372.jpg 132 134 179 280
018502.jpg 297 269 387 513
018515.jpg 113 50 169 237
018563.jpg 463 348 443 578
018567.jpg 119 100 151 213
018581.jpg 111 122 153 213
018604.jpg 62 62 101 148
018702.jpg 110 52 93 118
018744.jpg 177 52 264 365
018746.jpg 129 70 73 100
018754.jpg 198 82 101 139
018755.jpg 158 66 121 165
018774.jpg 113 50 133 192
018782.jpg 139 61 107 134
018834.jpg 112 108 158 213
018838.jpg 255 87 126 189
018875.jpg 216 138 145 190
018895.jpg 189 52 129 167
018923.jpg 1052 515 282 420
018943.jpg 74 79 175 266
018944.jpg 100 93 113 172
018969.jpg 124 44 72 92
019020.jpg 130 118 141 174
019039.jpg 90 231 140 180
019133.jpg 71 72 99 109
019167.jpg 164 98 189 253
019217.jpg 169 63 75 116
019234.jpg 119 108 170 243
019243.jpg 107 126 156 222
019346.jpg 39 53 131 166
019359.jpg 142 142 196 273
019452.jpg 86 82 121 179
019466.jpg 114 155 208 291
019470.jpg 83 78 172 227
019477.jpg 176 70 77 84
019532.jpg 151 84 136 174
019535.jpg 214 148 179 272
019569.jpg 83 54 103 148
019600.jpg 156 59 135 204
019673.jpg 553 142 292 432
019686.jpg 72 75 54 67
019700.jpg 35 20 57 65
019738.jpg 82 109 173 219
019746.jpg 100 48 119 170
019750.jpg 379 458 504 684
019835.jpg 473 176 449 537
019843.jpg 131 82 92 128
019844.jpg 151 90 155 192
019941.jpg 112 107 172 220
019991.jpg 776 324 400 529
019993.jpg 238 156 128 182
020012.jpg 115 79 123 198
020026.jpg 66 52 158 207
020132.jpg 97 164 179 235
020209.jpg 186 93 111 144
020234.jpg 183 39 63 79
020241.jpg 118 84 86 103
020252.jpg 748 169 256 377
020287.jpg 344 462 549 806
020308.jpg 76 86 186 252
020321.jpg 110 220 263 306
020358.jpg 110 123 207 271
020371.jpg 105 123 85 110
020415.jpg 178 52 141 200
020418.jpg 77 54 139 205
020449.jpg 148 48 67 95
020463.jpg 297 243 366 500
020472.jpg 249 110 112 136
020492.jpg 83 164 249 321
020548.jpg 81 84 143 191
020622.jpg 403 61 119 144
020639.jpg 459 331 365 488
020678.jpg 230 51 118 165
020701.jpg 147 68 66 95
020704.jpg 842 257 670 803
020711.jpg 119 61 117 160
020720.jpg 239 87 127 153
020720.jpg 3 8 118 243
020722.jpg 135 97 197 278
020742.jpg 226 45 129 185
020746.jpg 45 28 189 230
020894.jpg 141 76 175 235
020963.jpg 420 35 146 163
020980.jpg 285 63 200 251
020984.jpg 136 101 143 187
021068.jpg 478 484 378 495
021078.jpg 121 163 214 281
021086.jpg 1232 717 1092 1639
021090.jpg 58 46 112 152
021091.jpg 153 101 147 194
021124.jpg 77 125 153 193
021192.jpg 67 90 116 142
021208.jpg 140 73 145 192
021218.jpg 87 86 159 224
021236.jpg 167 65 241 302
021260.jpg 61 98 183 260
021269.jpg 548 180 249 305
021312.jpg 173 80 129 178
021334.jpg 972 331 278 366
021375.jpg 85 72 149 189
021399.jpg 134 76 126 154
021407.jpg 98 108 148 212
021423.jpg 553 142 292 432
021447.jpg 117 130 182 237
021461.jpg 515 45 185 254
021552.jpg 81 88 162 206
021575.jpg 104 33 73 94
021650.jpg 178 139 251 345
021652.jpg 101 77 194 272
021660.jpg 220 61 131 162
021671.jpg 290 82 94 131
021715.jpg 76 79 149 222
021728.jpg 117 90 137 196
021771.jpg 72 100 169 254
021826.jpg 106 82 142 211
021852.jpg 776 22 159 240
021862.jpg 107 59 105 149
021952.jpg 126 92 156 208
021959.jpg 453 68 132 186
021986.jpg 236 111 162 219
021996.jpg 95 41 166 220
022052.jpg 147 91 150 187
022096.jpg 86 33 73 110
022097.jpg 272 77 183 265
022180.jpg 111 83 135 192
022231.jpg 182 55 121 152
022244.jpg 96 92 170 213
022267.jpg 182 35 103 133
022277.jpg 170 125 148 221
022305.jpg 113 86 117 170
022311.jpg 231 144 165 251
022327.jpg 38 55 57 88
022364.jpg 122 84 101 129
022407.jpg 158 30 102 133
022449.jpg 491 124 99 135
022455.jpg 75 39 99 132
022470.jpg 255 86 158 145
022519.jpg 170 83 138 192
022520.jpg 69 55 102 145
022540.jpg 156 110 137 174
022582.jpg 95 104 165 201
022600.jpg 625 108 117 140
022607.jpg 251 44 90 96
022608.jpg 63 78 200 273
022649.jpg 248 90 120 166
022804.jpg 118 61 127 180
022805.jpg 20 27 69 99
022844.jpg 129 106 143 190
022864.jpg 94 96 65 89
022884.jpg 116 109 179 243
022967.jpg 102 109 207 286
022974.jpg 734 161 908 1185
023038.jpg 69 102 229 317
023039.jpg 79 53 96 152
023059.jpg 41 60 77 100
023072.jpg 126 80 159 208
023093.jpg 493 79 511 694
023129.jpg 65 40 61 71
023155.jpg 95 76 224 316
023174.jpg 95 64 123 154
023177.jpg 118 101 167 212
023186.jpg 111 77 201 268
023217.jpg 150 119 157 216
023228.jpg 75 83 79 90
023291.jpg 138 131 161 223
023292.jpg 267 35 214 280
023295.jpg 72 20 92 123
023382.jpg 184 91 168 243
023397.jpg 199 119 78 97
023400.jpg 100 46 95 123
023503.jpg 99 56 68 83
023507.jpg 127 59 96 123
023563.jpg 53 62 133 155
023570.jpg 345 55 102 161
023593.jpg 225 60 117 144
023650.jpg 188 36 71 96
023693.jpg 131 121 202 255
023702.jpg 123 68 102 144
023720.jpg 124 57 251 328
023780.jpg 272 44 81 107
023792.jpg 110 55 56 67
023803.jpg 697 194 342 483
023852.jpg 136 85 126 167
023933.jpg 49 70 109 143
024016.jpg 111 129 173 239
024046.jpg 227 94 162 232
024051.jpg 70 122 200 258
024201.jpg 124 93 143 209
024249.jpg 197 144 109 146
024378.jpg 112 64 193 270
024428.jpg 61 11 69 79
024499.jpg 179 31 90 112
024564.jpg 171 80 135 186
024570.jpg 87 94 188 248
024586.jpg 76 45 78 94
024596.jpg 76 41 83 106
024626.jpg 68 48 79 94
024673.jpg 175 92 130 170
024701.jpg 157 33 94 115
024722.jpg 270 40 74 102
024740.jpg 207 42 119 156
024797.jpg 196 65 117 166
024819.jpg 83 89 82 93
024826.jpg 85 43 89 113
024879.jpg 186 79 171 267
024941.jpg 58 63 112 143
024969.jpg 112 24 89 140
025067.jpg 77 66 131 147
025186.jpg 88 90 113 126
025190.jpg 382 278 303 423
025211.jpg 72 70 113 154
025233.jpg 43 46 95 136
025234.jpg 402 81 102 136
025240.jpg 54 56 111 168
025256.jpg 87 99 111 146
025270.jpg 82 111 213 298
025327.jpg 167 76 141 171
025338.jpg 85 84 209 294
025343.jpg 705 280 596 774
025378.jpg 33 58 100 102
025414.jpg 98 84 128 176
025473.jpg 120 132 189 258
025518.jpg 106 79 136 179
025552.jpg 29 51 93 110
025554.jpg 172 161 242 339
025577.jpg 128 95 144 193
025694.jpg 209 107 82 89
025718.jpg 66 49 91 109
025831.jpg 98 97 187 249
025849.jpg 106 38 84 110
025911.jpg 71 76 225 291
025916.jpg 35 38 73 99
025936.jpg 178 83 231 274
025953.jpg 187 121 122 171
025962.jpg 221 97 126 175
025971.jpg 89 64 87 120
025979.jpg 110 46 97 138
026056.jpg 135 28 100 136
026072.jpg 134 67 134 187
026080.jpg 175 69 137 164
026094.jpg 108 58 70 90
026123.jpg 103 84 193 253
026154.jpg 408 96 162 220
026171.jpg 25 32 78 119
026194.jpg 110 44 92 116
026290.jpg 130 97 195 266
026336.jpg 107 97 114 157
026384.jpg 112 39 100 125
026407.jpg 205 176 238 293
026470.jpg 26 24 73 82
026506.jpg 100 64 142 196
026520.jpg 58 25 120 158
026552.jpg 150 132 143 192
026564.jpg 97 73 145 198
026578.jpg 34 42 85 111
026627.jpg 121 41 82 100
026631.jpg 287 210 245 273
026640.jpg 119 53 54 69
026657.jpg 677 90 121 154
026674.jpg 271 71 107 150
026753.jpg 104 161 203 278
026778.jpg 114 139 187 238
026806.jpg 120 78 112 164
026832.jpg 85 96 117 138
026874.jpg 70 70 70 85
026894.jpg 222 49 80 118
026901.jpg 302 6 86 95
026918.jpg 95 125 202 269
027004.jpg 98 50 115 154
027049.jpg 97 86 121 161
027161.jpg 78 64 79 106
027184.jpg 44 92 101 132
027258.jpg 285 154 275 360
027299.jpg 94 98 195 265
027300.jpg 134 78 128 176
027306.jpg 109 89 145 211
027313.jpg 243 69 103 148
027351.jpg 167 129 186 257
027386.jpg 109 122 99 153
027487.jpg 112 78 160 230
027509.jpg 80 59 170 229
027509.jpg 2 256 63 57
027530.jpg 84 54 80 113
027534.jpg 70 109 204 244
027589.jpg 66 65 137 193
027646.jpg 114 43 99 152
027718.jpg 274 277 167 198
027719.jpg 186 51 102 148
027779.jpg 241 172 182 232
027779.jpg 479 267 119 159
027779.jpg 27 203 123 164
027821.jpg 32 45 88 127
027836.jpg 101 63 110 141
027952.jpg 162 48 187 226
028050.jpg 43 7 65 88
028066.jpg 144 64 128 169
028110.jpg 364 226 461 574
028117.jpg 157 147 770 859
028125.jpg 193 42 128 160
028138.jpg 136 117 186 273
028208.jpg 127 100 147 192
028212.jpg 57 36 183 272
028235.jpg 122 92 66 87
028243.jpg 33 46 90 114
028285.jpg 1073 616 983 1247
028307.jpg 177 72 128 142
028318.jpg 34 68 84 118
028344.jpg 148 66 47 58
028346.jpg 79 70 116 164
028396.jpg 203 8 103 145
028408.jpg 61 99 131 174
028423.jpg 125 187 263 338
028462.jpg 88 49 128 178
028586.jpg 63 65 80 108
028595.jpg 133 62 159 210
028608.jpg 99 76 107 127
028636.jpg 273 299 558 775
028642.jpg 225 48 88 120
028643.jpg 110 16 103 109
028688.jpg 58 91 131 180
028697.jpg 142 71 168 245
028700.jpg 186 60 138 196
028789.jpg 203 102 152 213
028810.jpg 164 165 147 216
028823.jpg 168 44 69 97
028825.jpg 402 201 153 211
028866.jpg 139 59 95 125
028881.jpg 187 121 122 171
028882.jpg 42 80 170 258
028895.jpg 63 59 129 185
028979.jpg 596 45 99 134
029038.jpg 105 122 193 251
029040.jpg 180 101 101 131
029065.jpg 116 113 147 174
029068.jpg 131 145 150 199
029076.jpg 106 12 72 95
029091.jpg 164 28 91 127
029117.jpg 45 85 159 236
029131.jpg 1282 238 363 511
029143.jpg 74 139 229 317
029188.jpg 196 144 226 324
029189.jpg 74 99 75 87
029194.jpg 76 66 113 159
029198.jpg 56 27 70 92
029205.jpg 104 45 101 139
029301.jpg 335 55 95 132
029312.jpg 166 102 95 107
029348.jpg 85 121 145 202
029365.jpg 70 78 221 280
029382.jpg 37 29 94 119
029511.jpg 125 210 120 163
029658.jpg 214 119 268 350
029659.jpg 114 67 166 239
029676.jpg 185 127 176 220
029691.jpg 390 134 319 392
029736.jpg 95 78 154 188
029744.jpg 74 75 90 106
029762.jpg 188 59 136 183
029772.jpg 176 173 311 416
029782.jpg 215 72 77 111
029782.jpg 414 219 40 43
029782.jpg 415 34 40 43
029831.jpg 59 22 68 81
029831.jpg 59 182 22 17
029843.jpg 629 77 142 196
029883.jpg 99 100 174 232
029885.jpg 83 43 57 82
029927.jpg 183 46 146 218
029928.jpg 190 58 114 164
029945.jpg 389 355 512 708
